15426,MCFETRIDGE,MUSEUM CAMPUS DRIVE,MCFETRIDGE + MUSEUM CAMPUS DRIVE,317.90000,9.30000,2012-10-01,130,36
71,JACKSON,STATE,JACKSON + STATE,200.50000,750.20000,2012-10-01,130,36
70,JACKSON,DEARBORN,JACKSON + DEARBORN,208.50000,476.90000,2012-10-01,130,36
15563,STATE,11TH STREET,STATE + 11TH STREET,31.40000,104.50000,2012-10-01,130,36
4732,ADAMS,STATE,ADAMS + STATE,1225.10000,646.90000,2012-10-01,130,36
4877,SOLIDARITY DR,PLANETARIUM CONCOURSE ENT,SOLIDARITY DR + PLANETARIUM CONCOURSE ENT,155.30000,178.70000,2012-10-01,130,36
1430,STATE,VAN BUREN,STATE + VAN BUREN,1206.00000,550.70000,2012-10-01,130,36
4873,MCFETRIDGE,SOLDIER FIELD,MCFETRIDGE + SOLDIER FIELD,9.80000,394.50000,2012-10-01,130,36
1431,STATE,CONGRESS & HARRISON,STATE + CONGRESS & HARRISON,665.40000,392.70000,2012-10-01,130,36
15052,STATE,betw HARRISON & CONGRESS,STATE + betw HARRISON & CONGRESS,240.90000,201.90000,2012-10-01,130,36
4992,CLINTON,QUINCY,CLINTON + QUINCY,862.40000,701.10000,2012-10-01,130,36
1108,ADAMS,S. WACKER,ADAMS + S. WACKER,117.30000,1283.90000,2012-10-01,130,36
2357,STATE,BALBO,STATE + BALBO,151.30000,104.40000,2012-10-01,130,36
2354,STATE,11TH STREET,STATE + 11TH STREET,105.20000,38.50000,2012-10-01,130,36
2355,STATE,9TH STREET,STATE + 9TH STREET,210.90000,119.40000,2012-10-01,130,36
7113,STONY ISLAND,82ND STREET,STONY ISLAND + 82ND STREET,42.80000,24.60000,2012-10-01,X28,126
7112,STONY ISLAND,83RD STREET,STONY ISLAND + 83RD STREET,114.10000,47.10000,2012-10-01,X28,126
7111,STONY ISLAND,84TH STREET,STONY ISLAND + 84TH STREET,58.30000,24.30000,2012-10-01,X28,126
7110,STONY ISLAND,85TH STREET,STONY ISLAND + 85TH STREET,44.30000,16.50000,2012-10-01,X28,126
7117,STONY ISLAND,SOUTH CHICAGO/79TH SREET,STONY ISLAND + SOUTH CHICAGO/79TH SREET,443.50000,278.40000,2012-10-01,X28,126
7115,STONY ISLAND,ANTHONY,STONY ISLAND + ANTHONY,28.10000,16.10000,2012-10-01,X28,126
