4728,PULASKI,MARQUETTE RD,PULASKI + MARQUETTE RD,38.10000,156.30000,2012-10-01
15225,PULASKI,43RD STREET,PULASKI + 43RD STREET,42.20000,26.70000,2012-10-01
4724,PULASKI,59TH STREET,PULASKI + 59TH STREET,107.10000,143.20000,2012-10-01
4726,PULASKI,63RD STREET,PULASKI + 63RD STREET,202.90000,222.70000,2012-10-01
4722,PULASKI,55TH STREET,PULASKI + 55TH STREET,131.00000,95.80000,2012-10-01
16062,115TH STREET,PULASKI,115TH STREET + PULASKI,0.50000,138.40000,2012-10-01
14125,PULASKI/51ST,ORANGE LINE STATION,PULASKI/51ST + ORANGE LINE STATION,187.70000,55.30000,2012-10-01
12918,PULASKI,70TH STREET,PULASKI + 70TH STREET,59.80000,8.20000,2012-10-01
12919,PULASKI,69TH STREET,PULASKI + 69TH STREET,87.30000,19.60000,2012-10-01
14124,PULASKI/51ST,ORANGE LINE STATION,PULASKI/51ST + ORANGE LINE STATION,812.40000,116.60000,2012-10-01
12910,PULASKI,85TH STREET,PULASKI + 85TH STREET,28.90000,9.90000,2012-10-01
12911,PULASKI,84TH STREET,PULASKI + 84TH STREET,76.10000,23.90000,2012-10-01
12912,PULASKI,82ND STREET,PULASKI + 82ND STREET,23.10000,5.70000,2012-10-01
12913,PULASKI,8000 SOUTH,PULASKI + 8000 SOUTH,13.40000,14.20000,2012-10-01
12914,PULASKI,78TH STREET,PULASKI + 78TH STREET,61.10000,1.10000,2012-10-01
12915,PULASKI,77TH STREET,PULASKI + 77TH STREET,54.60000,5.30000,2012-10-01
12916,PULASKI,76TH STREET,PULASKI + 76TH STREET,107.00000,112.10000,2012-10-01
12849,PULASKI,5200 SOUTH driveway,PULASKI + 5200 SOUTH driveway,76.10000,34.50000,2012-10-01
12843,PULASKI,46TH STREET,PULASKI + 46TH STREET,36.10000,13.50000,2012-10-01
12846,PULASKI,49TH STREET,PULASKI + 49TH STREET,38.00000,22.90000,2012-10-01
12847,PULASKI,ARCHER,PULASKI + ARCHER,190.40000,123.50000,2012-10-01
12844,PULASKI,47TH STREET,PULASKI + 47TH STREET,206.90000,88.70000,2012-10-01
12845,PULASKI,48TH STREET,PULASKI + 48TH STREET,18.70000,12.50000,2012-10-01
12877,PULASKI,93RD STREET,PULASKI + 93RD STREET,3.60000,24.00000,2012-10-01
12876,PULASKI,92ND STREET,PULASKI + 92ND STREET,1.90000,16.70000,2012-10-01
12875,PULASKI,8900 SOUTH,PULASKI + 8900 SOUTH,0.30000,0.90000,2012-10-01
12874,PULASKI,MAIN (8800 SOUTH),PULASKI + MAIN (8800 SOUTH),2.90000,6.30000,2012-10-01
12873,PULASKI,86TH STREET,PULASKI + 86TH STREET,9.80000,47.40000,2012-10-01
12872,PULASKI,85TH STREET,PULASKI + 85TH STREET,5.40000,39.70000,2012-10-01
12871,PULASKI,84TH STREET,PULASKI + 84TH STREET,10.60000,58.20000,2012-10-01
12870,PULASKI,82ND STREET,PULASKI + 82ND STREET,5.00000,35.70000,2012-10-01
17203,PULASKI,41ST STREET,PULASKI + 41ST STREET,10.00000,5.50000,2012-10-01
17202,PULASKI,44TH STREET,PULASKI + 44TH STREET,22.10000,65.20000,2012-10-01
12879,PULASKI,96TH STREET,PULASKI + 96TH STREET,1.60000,8.80000,2012-10-01
12878,PULASKI,94TH STREET,PULASKI + 94TH STREET,12.60000,120.50000,2012-10-01
4743,PULASKI,111TH STREET,PULASKI + 111TH STREET,7.20000,125.60000,2012-10-01
4742,PULASKI,107TH STREET,PULASKI + 107TH STREET,1.90000,22.20000,2012-10-01
4740,PULASKI,99TH STREET,PULASKI + 99TH STREET,11.20000,37.80000,2012-10-01
17508,PULASKI/51ST,ORANGE LINE STATION,PULASKI/51ST + ORANGE LINE STATION,1330.00000,1760.80000,2012-10-01
12860,PULASKI,66TH STREET,PULASKI + 66TH STREET,22.40000,96.30000,2012-10-01
12861,PULASKI,68TH STREET,PULASKI + 68TH STREET,27.20000,102.80000,2012-10-01
12862,PULASKI,69TH STREET,PULASKI + 69TH STREET,26.30000,107.00000,2012-10-01
12863,PULASKI,70TH STREET,PULASKI + 70TH STREET,34.50000,132.80000,2012-10-01
12866,PULASKI,76TH STREET,PULASKI + 76TH STREET,83.90000,73.00000,2012-10-01
12867,PULASKI,77TH STREET (south leg),PULASKI + 77TH STREET (south leg),4.70000,31.70000,2012-10-01
12868,PULASKI,78TH STREET,PULASKI + 78TH STREET,8.40000,98.80000,2012-10-01
12869,PULASKI,8000 SOUTH,PULASKI + 8000 SOUTH,3.60000,11.80000,2012-10-01
17292,PULASKI,74TH STREET,PULASKI + 74TH STREET,235.10000,21.60000,2012-10-01
17293,PULASKI,36TH STREET,PULASKI + 36TH STREET,6.10000,3.10000,2012-10-01
12899,PULASKI,101ST STREET,PULASKI + 101ST STREET,16.70000,6.40000,2012-10-01
12898,PULASKI,102ND STREET (south leg),PULASKI + 102ND STREET (south leg),21.00000,15.50000,2012-10-01
12895,PULASKI,106TH STREET,PULASKI + 106TH STREET,5.20000,0.90000,2012-10-01
12894,PULASKI,108TH STREET,PULASKI + 108TH STREET,3.10000,0.40000,2012-10-01
12897,PULASKI,104TH STREET,PULASKI + 104TH STREET,6.50000,2.10000,2012-10-01
12896,PULASKI,105TH STREET,PULASKI + 105TH STREET,6.10000,1.60000,2012-10-01
12890,PULASKI,110TH STREET,PULASKI + 110TH STREET,0.20000,8.40000,2012-10-01
12893,PULASKI,109TH STREET (south leg),PULASKI + 109TH STREET (south leg),2.80000,0.80000,2012-10-01
12892,PULASKI,110TH STREET,PULASKI + 110TH STREET,7.60000,0.40000,2012-10-01
12949,PULASKI,32ND STREET,PULASKI + 32ND STREET,3.20000,261.50000,2012-10-01
12948,PULASKI,3300 SOUTH RR CROSSING,PULASKI + 3300 SOUTH RR CROSSING,0.90000,27.30000,2012-10-01
12943,PULASKI,41ST STREET,PULASKI + 41ST STREET,6.40000,8.00000,2012-10-01
12942,PULASKI,42ND STREET,PULASKI + 42ND STREET,7.50000,19.80000,2012-10-01
12946,PULASKI,34TH STREET (opp. 3400 S),PULASKI + 34TH STREET (opp. 3400 S),1.10000,4.50000,2012-10-01
12945,PULASKI,36TH STREET,PULASKI + 36TH STREET,1.30000,8.40000,2012-10-01
12944,PULASKI,3741 SOUTH,PULASKI + 3741 SOUTH,1.90000,3.80000,2012-10-01
4693,PULASKI,115TH STREET,PULASKI + 115TH STREET,156.80000,1.60000,2012-10-01
4695,PULASKI,107TH STREET,PULASKI + 107TH STREET,17.40000,2.80000,2012-10-01
4694,PULASKI,111TH STREET,PULASKI + 111TH STREET,142.50000,16.50000,2012-10-01
4697,PULASKI,99TH STREET,PULASKI + 99TH STREET,89.80000,6.80000,2012-10-01
4696,PULASKI,103RD STREET,PULASKI + 103RD STREET,281.10000,26.20000,2012-10-01
4699,PULASKI,91ST STREET,PULASKI + 91ST STREET,15.90000,3.60000,2012-10-01
4698,PULASKI,95TH STREET,PULASKI + 95TH STREET,212.30000,50.30000,2012-10-01
17446,PULASKI,83RD STREET,PULASKI + 83RD STREET,48.70000,13.00000,2012-10-01
12211,PULASKI,103RD STREET,PULASKI + 103RD STREET,19.10000,256.20000,2012-10-01
12950,31ST STREET,PULASKI,31ST STREET + PULASKI,14.70000,447.50000,2012-10-01
12888,PULASKI,109TH STREET (north leg),PULASKI + 109TH STREET (north leg),0.20000,6.70000,2012-10-01
12889,PULASKI,109TH STREET (south leg),PULASKI + 109TH STREET (south leg),0.00000,1.80000,2012-10-01
12886,PULASKI,105TH STREET,PULASKI + 105TH STREET,1.10000,6.60000,2012-10-01
12887,PULASKI,106TH STREET,PULASKI + 106TH STREET,0.60000,6.20000,2012-10-01
12884,PULASKI,102ND STREET (north leg),PULASKI + 102ND STREET (north leg),4.10000,21.00000,2012-10-01
12885,PULASKI,104TH STREET,PULASKI + 104TH STREET,1.80000,10.90000,2012-10-01
12882,PULASKI,100TH STREET,PULASKI + 100TH STREET,2.40000,8.70000,2012-10-01
12883,PULASKI,101ST STREET,PULASKI + 101ST STREET,1.70000,18.50000,2012-10-01
12880,PULASKI,97TH STREET,PULASKI + 97TH STREET,3.70000,30.90000,2012-10-01
12881,PULASKI,98TH STREET,PULASKI + 98TH STREET,1.30000,22.30000,2012-10-01
4714,PULASKI,59TH STREET,PULASKI + 59TH STREET,134.50000,123.10000,2012-10-01
4716,PULASKI,55TH STREET,PULASKI + 55TH STREET,131.70000,168.30000,2012-10-01
4710,PULASKI,MARQUETTE RD,PULASKI + MARQUETTE RD,166.50000,47.20000,2012-10-01
4712,PULASKI,63RD STREET,PULASKI + 63RD STREET,275.40000,268.70000,2012-10-01
15890,BLACKHAWK,CHERRY,BLACKHAWK + CHERRY,20.90000,21.90000,2012-10-01
15891,CHERRY,BLISS,CHERRY + BLISS,0.10000,10.70000,2012-10-01
13181,CORTLAND,METRA STATION,CORTLAND + METRA STATION,178.20000,15.60000,2012-10-01
15347,HALSTED,CHICAGO,HALSTED + CHICAGO,227.20000,306.60000,2012-10-01
69,JACKSON,FINANCIAL PLACE,JACKSON + FINANCIAL PLACE,118.40000,185.40000,2012-10-01
7915,CLYBOURN,NORTH AVENUE,CLYBOURN + NORTH AVENUE,8.50000,5.80000,2012-10-01
5947,HALSTED,EVERGREEN,HALSTED + EVERGREEN,63.20000,92.20000,2012-10-01
15063,VAN BUREN,FINANCIAL PLACE,VAN BUREN + FINANCIAL PLACE,32.50000,138.50000,2012-10-01
5941,HALSTED,CHICAGO,HALSTED + CHICAGO,244.40000,192.30000,2012-10-01
7888,CLYBOURN,WISCONSIN,CLYBOURN + WISCONSIN,13.70000,3.10000,2012-10-01
5780,HALSTED,EVERGREEN,HALSTED + EVERGREEN,102.50000,86.50000,2012-10-01
16022,NORTH BRANCH,HALSTED,NORTH BRANCH + HALSTED,0.40000,20.60000,2012-10-01
16023,NORTH BRANCH,HALSTED,NORTH BRANCH + HALSTED,5.30000,0.90000,2012-10-01
16025,CHERRY,DIVISION,CHERRY + DIVISION,11.70000,0.10000,2012-10-01
16026,CLYBOURN,WISCONSIN,CLYBOURN + WISCONSIN,2.10000,9.10000,2012-10-01
4093,CORTLAND,KINGSBURY,CORTLAND + KINGSBURY,44.50000,35.10000,2012-10-01
5009,CANAL,ADAMS,CANAL + ADAMS,2433.60000,1613.10000,2012-10-01
5024,CLINTON,MADISON,CLINTON + MADISON,743.10000,176.20000,2012-10-01
15889,CLYBOURN,NORTH,CLYBOURN + NORTH,21.10000,11.90000,2012-10-01
15888,CHERRY,BLISS,CHERRY + BLISS,20.90000,1.30000,2012-10-01
74,CONGRESS PLAZA,MICHIGAN,CONGRESS PLAZA + MICHIGAN,138.80000,250.30000,2012-10-01
73,MICHIGAN,betw. VAN BUREN & CONGRES,MICHIGAN + betw. VAN BUREN & CONGRES,965.50000,921.50000,2012-10-01
5027,CANAL,MADISON,CANAL + MADISON,380.20000,316.60000,2012-10-01
17485,CHERRY,DIVISION,CHERRY + DIVISION,0.70000,12.20000,2012-10-01
4073,CORTLAND,KINGSBURY,CORTLAND + KINGSBURY,16.60000,53.20000,2012-10-01
5790,HALSTED,MILWAUKEE/GRAND,HALSTED + MILWAUKEE/GRAND,255.90000,268.70000,2012-10-01
15274,HALSTED,MILWAUKEE/GRAND,HALSTED + MILWAUKEE/GRAND,224.40000,217.60000,2012-10-01
5010,CANAL,MONROE,CANAL + MONROE,742.00000,71.00000,2012-10-01
316,ROOSEVELT,STATE,ROOSEVELT + STATE,322.20000,2370.90000,2012-10-01
12713,ADAMS,CANAL,ADAMS + CANAL,326.30000,2513.80000,2012-10-01
17046,ADAMS,CLARK,ADAMS + CLARK,274.60000,474.90000,2012-10-01
69,JACKSON,FINANCIAL PLACE,JACKSON + FINANCIAL PLACE,118.40000,185.40000,2012-10-01
80,ADAMS,WELLS,ADAMS + WELLS,343.90000,1172.20000,2012-10-01
17084,ROOSEVELT,MICHIGAN,ROOSEVELT + MICHIGAN,656.40000,89.30000,2012-10-01
17592,STATE,9TH STREET,STATE + 9TH STREET,77.20000,162.00000,2012-10-01
17590,STATE,POLK,STATE + POLK,160.20000,260.40000,2012-10-01
15362,ROOSEVELT,MICHIGAN/INDIANA,ROOSEVELT + MICHIGAN/INDIANA,53.90000,134.00000,2012-10-01
4593,SOLIDARITY DR,LYNN WHITE DRIVE,SOLIDARITY DR + LYNN WHITE DRIVE,19.70000,0.50000,2012-10-01
1113,STATE,VAN BUREN,STATE + VAN BUREN,1050.00000,630.40000,2012-10-01
4591,SOLIDARITY DR,AQUARIUM,SOLIDARITY DR + AQUARIUM,2.70000,280.70000,2012-10-01
4595,SOLIDARITY DR,AQUARIUM,SOLIDARITY DR + AQUARIUM,285.90000,7.50000,2012-10-01
17234,SOLIDARITY DR,LYNN WHITE DRIVE,SOLIDARITY DR + LYNN WHITE DRIVE,2.20000,27.30000,2012-10-01
16140,ROOSEVELT,GREEN/ORANGE/RED LINE,ROOSEVELT + GREEN/ORANGE/RED LINE,3192.10000,1777.50000,2012-10-01
5028,CANAL,RANDOLPH,CANAL + RANDOLPH,104.80000,7.70000,2012-10-01
5007,CLINTON,MONROE,CLINTON + MONROE,559.90000,358.40000,2012-10-01
5023,CLINTON,WASHINGTON,CLINTON + WASHINGTON,30.70000,217.60000,2012-10-01
5024,CLINTON,MADISON,CLINTON + MADISON,743.10000,176.20000,2012-10-01
5027,CANAL,MADISON,CANAL + MADISON,380.20000,316.60000,2012-10-01
15426,MCFETRIDGE,MUSEUM CAMPUS DRIVE,MCFETRIDGE + MUSEUM CAMPUS DRIVE,317.90000,9.30000,2012-10-01
71,JACKSON,STATE,JACKSON + STATE,200.50000,750.20000,2012-10-01
70,JACKSON,DEARBORN,JACKSON + DEARBORN,208.50000,476.90000,2012-10-01
15563,STATE,11TH STREET,STATE + 11TH STREET,31.40000,104.50000,2012-10-01
4732,ADAMS,STATE,ADAMS + STATE,1225.10000,646.90000,2012-10-01
4877,SOLIDARITY DR,PLANETARIUM CONCOURSE ENT,SOLIDARITY DR + PLANETARIUM CONCOURSE ENT,155.30000,178.70000,2012-10-01
1430,STATE,VAN BUREN,STATE + VAN BUREN,1206.00000,550.70000,2012-10-01
4873,MCFETRIDGE,SOLDIER FIELD,MCFETRIDGE + SOLDIER FIELD,9.80000,394.50000,2012-10-01
1431,STATE,CONGRESS & HARRISON,STATE + CONGRESS & HARRISON,665.40000,392.70000,2012-10-01
15052,STATE,betw HARRISON & CONGRESS,STATE + betw HARRISON & CONGRESS,240.90000,201.90000,2012-10-01
4992,CLINTON,QUINCY,CLINTON + QUINCY,862.40000,701.10000,2012-10-01
1108,ADAMS,S. WACKER,ADAMS + S. WACKER,117.30000,1283.90000,2012-10-01
2357,STATE,BALBO,STATE + BALBO,151.30000,104.40000,2012-10-01
2354,STATE,11TH STREET,STATE + 11TH STREET,105.20000,38.50000,2012-10-01
2355,STATE,9TH STREET,STATE + 9TH STREET,210.90000,119.40000,2012-10-01
7113,STONY ISLAND,82ND STREET,STONY ISLAND + 82ND STREET,42.80000,24.60000,2012-10-01
7112,STONY ISLAND,83RD STREET,STONY ISLAND + 83RD STREET,114.10000,47.10000,2012-10-01
7111,STONY ISLAND,84TH STREET,STONY ISLAND + 84TH STREET,58.30000,24.30000,2012-10-01
7110,STONY ISLAND,85TH STREET,STONY ISLAND + 85TH STREET,44.30000,16.50000,2012-10-01
7117,STONY ISLAND,SOUTH CHICAGO/79TH SREET,STONY ISLAND + SOUTH CHICAGO/79TH SREET,443.50000,278.40000,2012-10-01
7115,STONY ISLAND,ANTHONY,STONY ISLAND + ANTHONY,28.10000,16.10000,2012-10-01
7114,STONY ISLAND,81ST STREET,STONY ISLAND + 81ST STREET,20.40000,12.80000,2012-10-01
7119,STONY ISLAND,77TH STREET,STONY ISLAND + 77TH STREET,34.40000,13.80000,2012-10-01
7118,STONY ISLAND,78TH STREET,STONY ISLAND + 78TH STREET,21.20000,10.20000,2012-10-01
7199,STONY ISLAND,83RD STREET,STONY ISLAND + 83RD STREET,60.50000,128.90000,2012-10-01
7198,STONY ISLAND,82ND STREET,STONY ISLAND + 82ND STREET,27.30000,64.90000,2012-10-01
7193,STONY ISLAND,78TH STREET (extended),STONY ISLAND + 78TH STREET (extended),5.00000,29.10000,2012-10-01
7192,STONY ISLAND,77TH STREET,STONY ISLAND + 77TH STREET,7.80000,32.60000,2012-10-01
7191,STONY ISLAND,76TH STREET,STONY ISLAND + 76TH STREET,104.30000,113.40000,2012-10-01
7190,STONY ISLAND,75TH STREET,STONY ISLAND + 75TH STREET,234.90000,380.20000,2012-10-01
7197,STONY ISLAND,81ST STREET,STONY ISLAND + 81ST STREET,5.90000,27.60000,2012-10-01
7196,STONY ISLAND,ANTHONY,STONY ISLAND + ANTHONY,26.80000,20.90000,2012-10-01
7195,STONY ISLAND,SOUTH CHICAGO/79TH STREET,STONY ISLAND + SOUTH CHICAGO/79TH STREET,284.40000,533.70000,2012-10-01
75,MICHIGAN,VAN BUREN,MICHIGAN + VAN BUREN,290.40000,90.80000,2012-10-01
4883,BALBO,COLUMBUS,BALBO + COLUMBUS,67.30000,153.90000,2012-10-01
4884,BALBO,MICHIGAN,BALBO + MICHIGAN,90.10000,764.70000,2012-10-01
7128,STONY ISLAND,200' south of 68TH STREET,STONY ISLAND + 200' south of 68TH STREET,21.40000,140.50000,2012-10-01
7126,STONY ISLAND,70TH STREET,STONY ISLAND + 70TH STREET,62.00000,52.00000,2012-10-01
7127,STONY ISLAND,69TH STREET,STONY ISLAND + 69TH STREET,49.50000,74.90000,2012-10-01
7124,STONY ISLAND,72ND STREET,STONY ISLAND + 72ND STREET,50.90000,77.60000,2012-10-01
7122,STONY ISLAND,74TH STREET,STONY ISLAND + 74TH STREET,52.90000,46.80000,2012-10-01
7120,STONY ISLAND,76TH STREET,STONY ISLAND + 76TH STREET,59.20000,73.90000,2012-10-01
7121,STONY ISLAND,75TH STREET,STONY ISLAND + 75TH STREET,357.20000,212.60000,2012-10-01
4732,ADAMS,STATE,ADAMS + STATE,1225.10000,646.90000,2012-10-01
4871,BALBO,COLUMBUS,BALBO + COLUMBUS,6.60000,3.80000,2012-10-01
4870,BALBO,MICHIGAN,BALBO + MICHIGAN,352.40000,83.60000,2012-10-01
4872,COLUMBUS,11TH ST.PEDESTRIAN BRIDGE,COLUMBUS + 11TH ST.PEDESTRIAN BRIDGE,353.70000,94.90000,2012-10-01
1661,STONY ISLAND,62ND STREET,STONY ISLAND + 62ND STREET,140.70000,147.70000,2012-10-01
1660,STONY ISLAND,61ST STREET,STONY ISLAND + 61ST STREET,62.90000,45.80000,2012-10-01
17656,STONY ISLAND,68TH STREET,STONY ISLAND + 68TH STREET,56.60000,54.60000,2012-10-01
17705,STONY ISLAND,MARQUETTE RD,STONY ISLAND + MARQUETTE RD,81.20000,62.70000,2012-10-01
80,ADAMS,WELLS,ADAMS + WELLS,343.90000,1172.20000,2012-10-01
7137,LAKE PARK,50TH STREET (extended),LAKE PARK + 50TH STREET (extended),47.00000,36.30000,2012-10-01
5318,STONY ISLAND,64TH STREET,STONY ISLAND + 64TH STREET,172.90000,362.80000,2012-10-01
5317,STONY ISLAND,65TH STREET,STONY ISLAND + 65TH STREET,110.30000,359.20000,2012-10-01
1524,E HYDE PARK,CORNELL,E HYDE PARK + CORNELL,93.00000,16.30000,2012-10-01
1658,STONY ISLAND,59TH STREET,STONY ISLAND + 59TH STREET,51.80000,181.40000,2012-10-01
1659,STONY ISLAND,60TH STREET,STONY ISLAND + 60TH STREET,153.90000,228.10000,2012-10-01
1520,S HYDE PARK,54TH STREET,S HYDE PARK + 54TH STREET,192.70000,92.40000,2012-10-01
1521,S HYDE PARK,53RD STREET,S HYDE PARK + 53RD STREET,342.60000,267.70000,2012-10-01
1522,S HYDE PARK,5200 SOUTH,S HYDE PARK + 5200 SOUTH,81.10000,21.40000,2012-10-01
1523,E HYDE PARK,EAST END,E HYDE PARK + EAST END,401.40000,63.00000,2012-10-01
1652,S HYDE PARK,54TH STREET,S HYDE PARK + 54TH STREET,13.40000,138.30000,2012-10-01
1653,S HYDE PARK,5440 SOUTH,S HYDE PARK + 5440 SOUTH,6.40000,104.80000,2012-10-01
1650,S HYDE PARK,5200 SOUTH,S HYDE PARK + 5200 SOUTH,18.10000,53.70000,2012-10-01
1651,S HYDE PARK,53RD STREET,S HYDE PARK + 53RD STREET,77.10000,247.90000,2012-10-01
1656,STONY ISLAND,57TH STREET,STONY ISLAND + 57TH STREET,225.60000,391.80000,2012-10-01
1657,STONY ISLAND,5800 SOUTH,STONY ISLAND + 5800 SOUTH,0.50000,1.50000,2012-10-01
1654,S HYDE PARK,55TH STREET,S HYDE PARK + 55TH STREET,140.60000,879.30000,2012-10-01
1655,S HYDE PARK,56TH STREET,S HYDE PARK + 56TH STREET,45.80000,443.90000,2012-10-01
14948,STONY ISLAND,67TH STREET,STONY ISLAND + 67TH STREET,132.70000,227.00000,2012-10-01
5320,STONY ISLAND,63RD STREET,STONY ISLAND + 63RD STREET,163.80000,235.30000,2012-10-01
77,ADAMS,WABASH,ADAMS + WABASH,857.70000,752.40000,2012-10-01
1649,S HYDE PARK,E. HYDE PARK BLVD.,S HYDE PARK + E. HYDE PARK BLVD.,13.00000,27.70000,2012-10-01
5203,STONY ISLAND,65TH STREET,STONY ISLAND + 65TH STREET,249.50000,341.20000,2012-10-01
7103,STONY ISLAND,92ND STREET,STONY ISLAND + 92ND STREET,42.80000,3.80000,2012-10-01
1513,STONY ISLAND,59TH STREET,STONY ISLAND + 59TH STREET,101.30000,36.20000,2012-10-01
